Gene,SetType,DiseaseType
6714,drug_overlap,Syndrome5
2891,drug_overlap,Syndrome5
2946,drug_overlap,Syndrome5
4170,drug_overlap,Syndrome5
4953,drug_overlap,Syndrome5
6720,drug_overlap,Syndrome5
506,drug_overlap,Syndrome5
26227,drug_overlap,Syndrome5
3565,drug_overlap,Syndrome5
262,drug_overlap,Syndrome5
873,drug_overlap,Syndrome5
279,drug_overlap,Syndrome5
1728,drug_overlap,Syndrome5
287,drug_overlap,Syndrome5
288,drug_overlap,Syndrome5
2553,drug_overlap,Syndrome5
3552,drug_overlap,Syndrome5
4855,drug_overlap,Syndrome5
7128,drug_overlap,Syndrome5
7444,drug_overlap,Syndrome5
8625,drug_overlap,Syndrome5
10116,drug_overlap,Syndrome5
10919,drug_overlap,Syndrome5
22852,drug_overlap,Syndrome5
22881,drug_overlap,Syndrome5
23189,drug_overlap,Syndrome5
23243,drug_overlap,Syndrome5
23294,drug_overlap,Syndrome5
23784,drug_overlap,Syndrome5
26051,drug_overlap,Syndrome5
26287,drug_overlap,Syndrome5
27130,drug_overlap,Syndrome5
50944,drug_overlap,Syndrome5
51239,drug_overlap,Syndrome5
51479,drug_overlap,Syndrome5
51665,drug_overlap,Syndrome5
51666,drug_overlap,Syndrome5
54503,drug_overlap,Syndrome5
54776,drug_overlap,Syndrome5
54851,drug_overlap,Syndrome5
55075,drug_overlap,Syndrome5
55367,drug_overlap,Syndrome5
55527,drug_overlap,Syndrome5
56311,drug_overlap,Syndrome5
56899,drug_overlap,Syndrome5
56929,drug_overlap,Syndrome5
57182,drug_overlap,Syndrome5
57498,drug_overlap,Syndrome5
57513,drug_overlap,Syndrome5
57524,drug_overlap,Syndrome5
57531,drug_overlap,Syndrome5
57534,drug_overlap,Syndrome5
65124,drug_overlap,Syndrome5
79722,drug_overlap,Syndrome5
79754,drug_overlap,Syndrome5
79998,drug_overlap,Syndrome5
80325,drug_overlap,Syndrome5
83992,drug_overlap,Syndrome5
84079,drug_overlap,Syndrome5
84807,drug_overlap,Syndrome5
84988,drug_overlap,Syndrome5
85461,drug_overlap,Syndrome5
91074,drug_overlap,Syndrome5
91526,drug_overlap,Syndrome5
92565,drug_overlap,Syndrome5
92591,drug_overlap,Syndrome5
116729,drug_overlap,Syndrome5
122416,drug_overlap,Syndrome5
124401,drug_overlap,Syndrome5
129138,drug_overlap,Syndrome5
136371,drug_overlap,Syndrome5
136991,drug_overlap,Syndrome5
140456,drug_overlap,Syndrome5
140458,drug_overlap,Syndrome5
140459,drug_overlap,Syndrome5
140460,drug_overlap,Syndrome5
140461,drug_overlap,Syndrome5
140462,drug_overlap,Syndrome5
140731,drug_overlap,Syndrome5
142685,drug_overlap,Syndrome5
142686,drug_overlap,Syndrome5
