Gene,SetType,DiseaseType
5646,drug_overlap,Syndrome4
153,drug_overlap,Syndrome4
154,drug_overlap,Syndrome4
6532,drug_overlap,Syndrome4
146,drug_overlap,Syndrome4
4129,drug_overlap,Syndrome4
590,drug_overlap,Syndrome4
216,drug_overlap,Syndrome4
874,drug_overlap,Syndrome4
2697,drug_overlap,Syndrome4
3263,drug_overlap,Syndrome4
4317,drug_overlap,Syndrome4
4324,drug_overlap,Syndrome4
4325,drug_overlap,Syndrome4
4326,drug_overlap,Syndrome4
4327,drug_overlap,Syndrome4
6839,drug_overlap,Syndrome4
8511,drug_overlap,Syndrome4
9313,drug_overlap,Syndrome4
10216,drug_overlap,Syndrome4
56547,drug_overlap,Syndrome4
64100,drug_overlap,Syndrome4
64386,drug_overlap,Syndrome4
83852,drug_overlap,Syndrome4
84869,drug_overlap,Syndrome4
118856,drug_overlap,Syndrome4
100131137,drug_overlap,Syndrome4
3480,drug_overlap,Syndrome4
18,drug_overlap,Syndrome4
2628,drug_overlap,Syndrome4
6714,drug_overlap,Syndrome4
49,drug_overlap,Syndrome4
51,drug_overlap,Syndrome4
285,drug_overlap,Syndrome4
566,drug_overlap,Syndrome4
629,drug_overlap,Syndrome4
664,drug_overlap,Syndrome4
716,drug_overlap,Syndrome4
717,drug_overlap,Syndrome4
885,drug_overlap,Syndrome4
1506,drug_overlap,Syndrome4
1511,drug_overlap,Syndrome4
1675,drug_overlap,Syndrome4
1676,drug_overlap,Syndrome4
1874,drug_overlap,Syndrome4
1906,drug_overlap,Syndrome4
1991,drug_overlap,Syndrome4
2081,drug_overlap,Syndrome4
2158,drug_overlap,Syndrome4
2159,drug_overlap,Syndrome4
2161,drug_overlap,Syndrome4
2746,drug_overlap,Syndrome4
2999,drug_overlap,Syndrome4
3001,drug_overlap,Syndrome4
3002,drug_overlap,Syndrome4
3003,drug_overlap,Syndrome4
3004,drug_overlap,Syndrome4
3026,drug_overlap,Syndrome4
3082,drug_overlap,Syndrome4
3083,drug_overlap,Syndrome4
3240,drug_overlap,Syndrome4
3249,drug_overlap,Syndrome4
3250,drug_overlap,Syndrome4
3426,drug_overlap,Syndrome4
3816,drug_overlap,Syndrome4
3817,drug_overlap,Syndrome4
3818,drug_overlap,Syndrome4
4018,drug_overlap,Syndrome4
4057,drug_overlap,Syndrome4
4485,drug_overlap,Syndrome4
5236,drug_overlap,Syndrome4
5315,drug_overlap,Syndrome4
5327,drug_overlap,Syndrome4
5648,drug_overlap,Syndrome4
5650,drug_overlap,Syndrome4
5651,drug_overlap,Syndrome4
5652,drug_overlap,Syndrome4
5653,drug_overlap,Syndrome4
5655,drug_overlap,Syndrome4
5657,drug_overlap,Syndrome4
6257,drug_overlap,Syndrome4
6275,drug_overlap,Syndrome4
6342,drug_overlap,Syndrome4
6558,drug_overlap,Syndrome4
6768,drug_overlap,Syndrome4
7039,drug_overlap,Syndrome4
7108,drug_overlap,Syndrome4
7113,drug_overlap,Syndrome4
7167,drug_overlap,Syndrome4
7177,drug_overlap,Syndrome4
