Gene,SetType,DiseaseType
367,drug_overlap,Syndrome3
2100,drug_overlap,Syndrome3
2932,drug_overlap,Syndrome3
1111,drug_overlap,Syndrome3
3156,drug_overlap,Syndrome3
279,drug_overlap,Syndrome3
1116,drug_overlap,Syndrome3
2752,drug_overlap,Syndrome3
1636,drug_overlap,Syndrome3
9955,drug_overlap,Syndrome3
5315,drug_overlap,Syndrome3
635,drug_overlap,Syndrome3
7019,drug_overlap,Syndrome3
578,drug_overlap,Syndrome3
5599,drug_overlap,Syndrome3
5601,drug_overlap,Syndrome3
6558,drug_overlap,Syndrome3
728,drug_overlap,Syndrome3
2770,drug_overlap,Syndrome3
2773,drug_overlap,Syndrome3
2919,drug_overlap,Syndrome3
6364,drug_overlap,Syndrome3
4973,drug_overlap,Syndrome3
6915,drug_overlap,Syndrome3
4835,drug_overlap,Syndrome3
158,drug_overlap,Syndrome3
50940,drug_overlap,Syndrome3
55240,drug_overlap,Syndrome3
79094,drug_overlap,Syndrome3
991,drug_overlap,Syndrome3
995,drug_overlap,Syndrome3
5347,drug_overlap,Syndrome3
5607,drug_overlap,Syndrome3
6294,drug_overlap,Syndrome3
9656,drug_overlap,Syndrome3
10013,drug_overlap,Syndrome3
10232,drug_overlap,Syndrome3
10769,drug_overlap,Syndrome3
57820,drug_overlap,Syndrome3
2047,drug_overlap,Syndrome3
940,drug_overlap,Syndrome3
2113,drug_overlap,Syndrome3
3290,drug_overlap,Syndrome3
84869,drug_overlap,Syndrome3
900,drug_overlap,Syndrome3
9978,drug_overlap,Syndrome3
90,drug_overlap,Syndrome3
159,drug_overlap,Syndrome3
268,drug_overlap,Syndrome3
525,drug_overlap,Syndrome3
526,drug_overlap,Syndrome3
538,drug_overlap,Syndrome3
587,drug_overlap,Syndrome3
597,drug_overlap,Syndrome3
599,drug_overlap,Syndrome3
651,drug_overlap,Syndrome3
653,drug_overlap,Syndrome3
656,drug_overlap,Syndrome3
666,drug_overlap,Syndrome3
974,drug_overlap,Syndrome3
1371,drug_overlap,Syndrome3
1428,drug_overlap,Syndrome3
1487,drug_overlap,Syndrome3
1786,drug_overlap,Syndrome3
1787,drug_overlap,Syndrome3
1807,drug_overlap,Syndrome3
1845,drug_overlap,Syndrome3
1849,drug_overlap,Syndrome3
1879,drug_overlap,Syndrome3
2011,drug_overlap,Syndrome3
2023,drug_overlap,Syndrome3
2230,drug_overlap,Syndrome3
2281,drug_overlap,Syndrome3
2653,drug_overlap,Syndrome3
2657,drug_overlap,Syndrome3
2661,drug_overlap,Syndrome3
2673,drug_overlap,Syndrome3
3419,drug_overlap,Syndrome3
3624,drug_overlap,Syndrome3
3625,drug_overlap,Syndrome3
3626,drug_overlap,Syndrome3
3658,drug_overlap,Syndrome3
3704,drug_overlap,Syndrome3
3792,drug_overlap,Syndrome3
3841,drug_overlap,Syndrome3
4068,drug_overlap,Syndrome3
4139,drug_overlap,Syndrome3
4140,drug_overlap,Syndrome3
4194,drug_overlap,Syndrome3
4598,drug_overlap,Syndrome3
4638,drug_overlap,Syndrome3
4838,drug_overlap,Syndrome3
5251,drug_overlap,Syndrome3
5470,drug_overlap,Syndrome3
5475,drug_overlap,Syndrome3
5532,drug_overlap,Syndrome3
5533,drug_overlap,Syndrome3
5998,drug_overlap,Syndrome3
6000,drug_overlap,Syndrome3
6002,drug_overlap,Syndrome3
6003,drug_overlap,Syndrome3
6037,drug_overlap,Syndrome3
6050,drug_overlap,Syndrome3
6279,drug_overlap,Syndrome3
6283,drug_overlap,Syndrome3
6561,drug_overlap,Syndrome3
6780,drug_overlap,Syndrome3
6888,drug_overlap,Syndrome3
7044,drug_overlap,Syndrome3
7511,drug_overlap,Syndrome3
7512,drug_overlap,Syndrome3
7533,drug_overlap,Syndrome3
7784,drug_overlap,Syndrome3
7881,drug_overlap,Syndrome3
7978,drug_overlap,Syndrome3
8200,drug_overlap,Syndrome3
8382,drug_overlap,Syndrome3
8514,drug_overlap,Syndrome3
8556,drug_overlap,Syndrome3
8601,drug_overlap,Syndrome3
8729,drug_overlap,Syndrome3
8786,drug_overlap,Syndrome3
8787,drug_overlap,Syndrome3
8789,drug_overlap,Syndrome3
8813,drug_overlap,Syndrome3
8833,drug_overlap,Syndrome3
8883,drug_overlap,Syndrome3
9024,drug_overlap,Syndrome3
9039,drug_overlap,Syndrome3
9058,drug_overlap,Syndrome3
9060,drug_overlap,Syndrome3
9061,drug_overlap,Syndrome3
9146,drug_overlap,Syndrome3
9196,drug_overlap,Syndrome3
9210,drug_overlap,Syndrome3
9265,drug_overlap,Syndrome3
9427,drug_overlap,Syndrome3
9455,drug_overlap,Syndrome3
9573,drug_overlap,Syndrome3
9576,drug_overlap,Syndrome3
9628,drug_overlap,Syndrome3
9698,drug_overlap,Syndrome3
9718,drug_overlap,Syndrome3
9797,drug_overlap,Syndrome3
9937,drug_overlap,Syndrome3
9945,drug_overlap,Syndrome3
9958,drug_overlap,Syndrome3
10061,drug_overlap,Syndrome3
10171,drug_overlap,Syndrome3
10201,drug_overlap,Syndrome3
10220,drug_overlap,Syndrome3
10287,drug_overlap,Syndrome3
10392,drug_overlap,Syndrome3
10636,drug_overlap,Syndrome3
10637,drug_overlap,Syndrome3
